age,income,loan_amount,credit_score,default
34.0,104160.0,27769.0,633.0,1
61.0,98271.0,35021.0,607.0,0
43.0,64478.0,22289.0,581.0,0
24.0,92629.0,28997.0,684.0,0
37.0,104945.0,28807.0,672.0,0
31.0,108638.0,60495.0,713.0,1
18.0,83671.0,5000.0,533.0,0
56.0,77838.0,32845.0,704.0,0
46.0,109545.0,55708.0,790.0,0
44.0,60797.0,36462.0,613.0,0
40.0,93772.0,44041.0,754.0,0
23.0,57599.0,36198.0,624.0,1
33.0,106308.0,26992.0,558.0,0
47.0,79839.0,8097.0,622.0,0
26.0,110372.0,37465.0,703.0,0
18.0,94828.0,25693.0,590.0,1
36.0,60536.0,25396.0,604.0,1
36.0,113493.0,29012.0,676.0,1
39.0,116025.0,55938.0,640.0,0
46.0,102646.0,63858.0,675.0,0
45.0,69768.0,37606.0,654.0,0
41.0,78880.0,29423.0,669.0,0
51.0,87909.0,20873.0,614.0,0
21.0,70926.0,40622.0,654.0,0
44.0,118847.0,56395.0,584.0,0
45.0,87887.0,32032.0,717.0,0
24.0,30933.0,6452.0,602.0,0
21.0,91787.0,43041.0,708.0,0
30.0,78037.0,46825.0,626.0,0
31.0,83501.0,15970.0,652.0,0
46.0,77628.0,37118.0,610.0,0
31.0,101141.0,40415.0,579.0,1
29.0,107394.0,34123.0,535.0,1
31.0,90661.0,25511.0,577.0,1
50.0,78214.0,47191.0,621.0,0
38.0,84173.0,30159.0,653.0,1
36.0,85392.0,17178.0,701.0,0
37.0,68951.0,10406.0,613.0,0
52.0,96579.0,50130.0,587.0,0
30.0,94201.0,42400.0,553.0,0
52.0,115809.0,36056.0,669.0,0
40.0,110107.0,29717.0,723.0,1
36.0,71287.0,28652.0,716.0,1
66.0,101406.0,22091.0,683.0,0
26.0,65981.0,29823.0,678.0,0
34.0,98919.0,9559.0,742.0,0
24.0,74668.0,26167.0,660.0,1
48.0,64535.0,31269.0,679.0,0
57.0,90601.0,42319.0,621.0,0
56.0,31509.0,34521.0,558.0,1
51.0,49980.0,44539.0,599.0,1
36.0,81450.0,51190.0,639.0,0
34.0,86649.0,47698.0,644.0,0
20.0,77614.0,40646.0,756.0,0
60.0,53411.0,35142.0,645.0,0
43.0,68642.0,23231.0,711.0,0
33.0,92824.0,43879.0,614.0,0
53.0,96636.0,55157.0,621.0,0
27.0,84676.0,39105.0,560.0,0
42.0,108137.0,58007.0,595.0,1
36.0,92948.0,16693.0,672.0,0
45.0,70051.0,21150.0,640.0,0
37.0,79390.0,45262.0,697.0,1
22.0,56943.0,38171.0,651.0,0
39.0,82837.0,50765.0,619.0,0
50.0,107242.0,34814.0,769.0,0
38.0,98706.0,24584.0,634.0,0
47.0,113040.0,32437.0,710.0,0
26.0,78942.0,16608.0,616.0,1
38.0,111922.0,21457.0,683.0,0
31.0,81134.0,46669.0,696.0,0
46.0,114432.0,45473.0,653.0,1
38.0,84563.0,39356.0,499.0,1
46.0,99145.0,14347.0,641.0,0
50.0,114502.0,30699.0,714.0,0
46.0,81131.0,20300.0,672.0,0
41.0,89368.0,49118.0,667.0,1
27.0,110777.0,27995.0,537.0,1
38.0,82340.0,21971.0,597.0,0
32.0,58582.0,35358.0,665.0,1
34.0,127860.0,27318.0,665.0,0
34.0,75605.0,52805.0,713.0,0
27.0,88175.0,26182.0,631.0,1
18.0,108120.0,18209.0,664.0,1
31.0,72830.0,9165.0,641.0,0
40.0,64843.0,34631.0,581.0,1
23.0,90075.0,28257.0,505.0,0
38.0,49138.0,17853.0,666.0,0
59.0,79242.0,49271.0,650.0,1
49.0,89901.0,43007.0,603.0,0
56.0,79601.0,34661.0,543.0,1
42.0,54131.0,51372.0,678.0,1
51.0,116884.0,42950.0,624.0,1
30.0,87071.0,25126.0,673.0,0
31.0,113623.0,22529.0,752.0,0
18.0,79799.0,44816.0,512.0,0
51.0,67400.0,39756.0,598.0,1
55.0,90384.0,37037.0,627.0,1
32.0,80684.0,24842.0,727.0,0
35.0,61445.0,42295.0,542.0,0
30.0,114396.0,25934.0,756.0,0
42.0,72555.0,33776.0,648.0,1
50.0,48195.0,52363.0,634.0,1
19.0,111563.0,27070.0,628.0,0
43.0,74914.0,16124.0,614.0,0
35.0,72844.0,22369.0,703.0,0
39.0,49692.0,46932.0,576.0,0
43.0,119819.0,38057.0,661.0,0
36.0,59210.0,33453.0,617.0,0
37.0,86169.0,28891.0,594.0,0
36.0,103252.0,40824.0,795.0,0
49.0,93434.0,24811.0,665.0,0
43.0,83807.0,38668.0,677.0,1
40.0,50967.0,26225.0,708.0,1
24.0,68806.0,24228.0,555.0,0
34.0,88756.0,27350.0,745.0,0
48.0,69257.0,30495.0,489.0,0
38.0,89067.0,34414.0,594.0,1
45.0,98635.0,37825.0,612.0,1
57.0,104250.0,5000.0,675.0,0
49.0,60476.0,25308.0,653.0,1
39.0,128933.0,30301.0,630.0,0
32.0,100350.0,53061.0,639.0,0
18.0,84966.0,22040.0,581.0,0
36.0,106791.0,36954.0,550.0,1
34.0,132308.0,52940.0,684.0,0
42.0,56226.0,19244.0,682.0,0
36.0,80495.0,39728.0,735.0,0
34.0,37431.0,25373.0,593.0,0
18.0,88853.0,28944.0,682.0,1
28.0,92308.0,25363.0,623.0,1
43.0,84217.0,26218.0,711.0,1
57.0,71909.0,67663.0,701.0,0
37.0,44010.0,45133.0,653.0,1
42.0,92471.0,48221.0,620.0,0
48.0,114109.0,40904.0,698.0,0
29.0,73180.0,15725.0,679.0,0
42.0,93801.0,39739.0,599.0,1
30.0,53637.0,47875.0,560.0,0
48.0,94144.0,24759.0,623.0,0
40.0,77132.0,46584.0,731.0,1
41.0,69752.0,43452.0,709.0,1
29.0,69793.0,57224.0,573.0,0
46.0,77128.0,29987.0,570.0,1
61.0,92649.0,21829.0,716.0,0
27.0,58757.0,30660.0,572.0,1
34.0,77058.0,52227.0,671.0,0
41.0,84171.0,13059.0,603.0,0
47.0,63019.0,10179.0,737.0,0
32.0,120933.0,36073.0,594.0,1
18.0,67930.0,29689.0,709.0,0
53.0,71611.0,35093.0,651.0,1
46.0,65434.0,46344.0,655.0,1
19.0,120970.0,28369.0,522.0,0
31.0,96058.0,12524.0,508.0,0
55.0,66268.0,59534.0,627.0,0
54.0,107125.0,23033.0,655.0,0
48.0,89014.0,22292.0,572.0,0
36.0,90145.0,48245.0,575.0,0
39.0,78110.0,30386.0,674.0,0
37.0,70012.0,34239.0,674.0,0
50.0,91755.0,40793.0,632.0,1
28.0,74098.0,48003.0,687.0,0
29.0,121335.0,30998.0,570.0,0
49.0,59614.0,53239.0,619.0,1
38.0,115723.0,9370.0,739.0,0
53.0,82774.0,44117.0,644.0,1
31.0,90982.0,24926.0,648.0,0
37.0,101663.0,51467.0,778.0,1
28.0,72395.0,36705.0,556.0,1
38.0,102285.0,26925.0,688.0,0
22.0,30849.0,42954.0,740.0,0
33.0,70600.0,45718.0,621.0,0
22.0,66519.0,42703.0,692.0,0
46.0,59930.0,22644.0,581.0,0
46.0,80701.0,29192.0,599.0,1
19.0,92715.0,34951.0,663.0,0
53.0,99053.0,34505.0,688.0,0
65.0,89818.0,43997.0,707.0,0
39.0,71686.0,10821.0,734.0,0
31.0,92380.0,39012.0,636.0,0
69.0,87486.0,31520.0,712.0,0
23.0,103721.0,24938.0,619.0,0
38.0,100539.0,26090.0,694.0,0
40.0,85610.0,32426.0,652.0,0
53.0,67055.0,5000.0,667.0,0
42.0,71941.0,26585.0,665.0,1
33.0,74004.0,24490.0,544.0,0
28.0,78695.0,41393.0,573.0,0
34.0,90361.0,25334.0,646.0,1
27.0,99303.0,32419.0,539.0,0
39.0,83978.0,53507.0,690.0,1
32.0,85322.0,46932.0,692.0,0
22.0,87866.0,45827.0,660.0,0
52.0,74682.0,29002.0,573.0,0
33.0,66492.0,41516.0,723.0,1
24.0,49891.0,32193.0,762.0,0
36.0,71097.0,32647.0,649.0,0
39.0,94463.0,39916.0,671.0,0
19.0,70942.0,27836.0,652.0,1
42.0,80244.0,52916.0,672.0,1
26.0,94329.0,33078.0,633.0,0
57.0,95414.0,42420.0,638.0,0
44.0,63409.0,52467.0,694.0,0
34.0,104941.0,47380.0,781.0,0
30.0,107547.0,18093.0,556.0,0
37.0,62403.0,40339.0,634.0,0
45.0,68523.0,45209.0,569.0,0
38.0,108822.0,45702.0,736.0,1
36.0,82063.0,21640.0,605.0,0
39.0,40604.0,27116.0,553.0,0
31.0,57006.0,46935.0,678.0,0
34.0,80013.0,25859.0,745.0,0
18.0,61739.0,31404.0,680.0,0
49.0,76732.0,53911.0,652.0,0
41.0,85648.0,34426.0,665.0,0
29.0,114245.0,26279.0,725.0,0
59.0,79191.0,24469.0,588.0,0
39.0,106451.0,38993.0,633.0,0
27.0,113575.0,19002.0,613.0,0
47.0,113686.0,32032.0,570.0,0
42.0,90695.0,38999.0,620.0,0
42.0,45734.0,50590.0,706.0,1
33.0,94216.0,43011.0,674.0,0
43.0,105968.0,26431.0,679.0,0
35.0,83379.0,49141.0,649.0,0
44.0,119892.0,31406.0,671.0,1
18.0,102197.0,20172.0,592.0,0
33.0,96365.0,32936.0,621.0,1
57.0,106728.0,52258.0,652.0,0
30.0,91667.0,36983.0,657.0,0
31.0,35144.0,35150.0,659.0,0
33.0,75017.0,54647.0,632.0,1
25.0,108943.0,17824.0,617.0,1
18.0,68848.0,19573.0,829.0,1
35.0,80531.0,15610.0,694.0,0
39.0,64103.0,39472.0,665.0,0
37.0,120678.0,36998.0,626.0,0
36.0,118630.0,53513.0,613.0,0
38.0,67323.0,37922.0,632.0,0
49.0,87946.0,30150.0,658.0,1
36.0,71390.0,35022.0,527.0,1
32.0,97299.0,36412.0,546.0,1
35.0,95194.0,14939.0,602.0,0
44.0,101234.0,67524.0,652.0,0
54.0,91638.0,41238.0,626.0,1
31.0,143708.0,37520.0,729.0,1
39.0,64442.0,42382.0,551.0,0
42.0,50788.0,43513.0,595.0,0
27.0,77138.0,33313.0,731.0,0
38.0,53640.0,27425.0,648.0,0
22.0,55151.0,42193.0,693.0,1
19.0,64974.0,39629.0,763.0,0
42.0,66556.0,25281.0,598.0,0
34.0,65908.0,52028.0,634.0,1
40.0,95364.0,38520.0,624.0,0
38.0,74876.0,43758.0,523.0,0
27.0,81410.0,51703.0,621.0,1
38.0,102885.0,35263.0,693.0,0
24.0,69674.0,38803.0,672.0,1
53.0,79709.0,44720.0,677.0,1
23.0,92315.0,26302.0,617.0,0
36.0,46169.0,35649.0,601.0,1
27.0,37302.0,36507.0,716.0,0
44.0,91922.0,23527.0,610.0,0
34.0,94840.0,62812.0,658.0,1
32.0,126284.0,18112.0,650.0,0
47.0,88162.0,19423.0,728.0,0
38.0,101395.0,50771.0,698.0,0
44.0,81091.0,43559.0,562.0,0
27.0,90945.0,22688.0,569.0,0
23.0,118345.0,42287.0,675.0,0
39.0,42520.0,52614.0,636.0,0
34.0,93272.0,34637.0,613.0,0
45.0,127712.0,66186.0,701.0,1
37.0,90641.0,14311.0,651.0,0
40.0,118011.0,43326.0,643.0,1
20.0,72416.0,48998.0,687.0,0
59.0,84359.0,45696.0,617.0,0
36.0,85670.0,32548.0,734.0,0
46.0,40648.0,31515.0,593.0,0
29.0,61636.0,40330.0,679.0,1
41.0,63062.0,44789.0,726.0,1
24.0,101441.0,42230.0,557.0,1
43.0,102443.0,47481.0,619.0,1
34.0,91481.0,22774.0,709.0,0
38.0,101482.0,32267.0,709.0,0
46.0,81717.0,23720.0,630.0,0
24.0,109039.0,30367.0,596.0,1
30.0,85176.0,47183.0,697.0,0
43.0,86157.0,36296.0,711.0,0
61.0,79688.0,66282.0,570.0,0
36.0,98689.0,37321.0,568.0,0
45.0,76576.0,35716.0,654.0,1
37.0,104529.0,36274.0,678.0,0
59.0,62357.0,27346.0,622.0,0
19.0,63022.0,34306.0,681.0,1
39.0,98749.0,48533.0,597.0,1
20.0,83229.0,36368.0,513.0,1
18.0,75922.0,25478.0,615.0,1
41.0,102801.0,23899.0,644.0,0
40.0,72855.0,29598.0,623.0,0
